"species_2_Node.ID","species_1_Node.ID","species_2_id","species_1_id","Sp1.Species.Stage.ID","species_1_stage.ID","species_1_stage","species_1.accepted.name","species_2_id","Sp2.Species.Stage.ID","species_2_stage.ID","species_2_stage","species_2.accepted.name","interaction_sign","interaction_strength","Interaction_code","interaction_type","Justification","data.source","initials","Notes","latitude","longitude","Reference","ecosystem","tidal_zone","depth_meters","site_name","state","in_lab","experiment_or_observation","month","year_of_study","length_in_months_of_study","paper_id","last_name_first_author","year_published","DOI","in_maine","Timestamp","wave_exposure"
"1",66,1,66,66.1,1,"adult","Homarus americanus",1,1.1,1,"adult","Mytilus edulis","-1","No","1","predation","3","Globi; Paper.Database","DNM; JRR; DHC","NA; ; Study focuses on competition between Carcinus maenas and Homarus
americanus, over mytilus edilus ; Gut contents of American lobster from Nova Scotia found to contain blue mussel ","57.48562488; 42.416667; NA","-105.2526868; 70.9; NA","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 581.Sebens.1985.; 600.Williams.2010.10.1080/00288330909509979; 159.Seed.1993.","NA; subtidal; ","NA; ","NA; -6; 3","NA; East Point, Nahant, Mass; ; McNutts Island ","NA; NH; Nova Scotia","NA; No; Yes; ","NA; observational; experimental","NA; 7; 8","NA; 2005; 1979","NA","NA; 581; 600; 159","NA; Sebens; Williams; Seed","NA; 1985; 2010; 1993","NA; ; 10.1080/00288330909509979","NA; No","6/29/22 14:00; 10/4/2021 13:42:54; 10/15/2021 10:49:19; 12/10/2021 10:43:47","NA; wave exposed; ; wave intermediate"
"11",66,11,66,66.1,1,"adult","Homarus americanus",11,11.1,1,"adult","Lacuna vincta","-1","No","1","predation","3","Globi; Paper.Database","DNM; JRR","NA; In Gulf of St Lawrence","57.48562488; NA","-105.2526868; NA","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 687.Hudon.1989.","NA; subtidal","NA; ","NA","NA; Iles de la Madeleine","NA; Quebec","NA; No","NA; observational","NA; 5","NA; 1985","NA; 3","NA; 687","NA; Hudon","NA; 1989","NA; ","NA; No","6/29/22 14:00; 10/27/2021 11:11:44","NA; not mentioned"
"118",66,118,66,66.1,1,"adult","Homarus americanus",118,118.1,1,"adult","Electra pilosa","-1","No","1","predation","6","Paper.Database; Paper.database","JRR; EEP","In Gulf of St Lawrence; literature review","NA","NA","687.Hudon.1989.; 570.Mercaldo-Allen.1994.","; rocky intertidal","; NA","NA","","","","","NA","NA","NA","687; 570","Hudon; Mercaldo-Allen","1989; 1994","","No; Yes","10/27/21 11:50; 1/7/22 11:47",""
"13",66,13,66,66.1,1,"adult","Homarus americanus",13,13.1,1,"adult","Testudinalia testudinalis","-1","No","1","predation","3","Globi","DNM","NA","57.48562488","-105.2526868","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"167",66,167,66,66.1,1,"adult","Homarus americanus",167,167.1,1,"adult","Detritus.carrion","-1","No","1","predation","3","Paper.Database; Paper.database","JRR; EEP","In Gulf of St Lawrence; literature review","NA","NA","687.Hudon.1989.; 570.Mercaldo-Allen.1994.","; rocky intertidal","; NA","NA","","","","","NA","NA","NA","687; 570","Hudon; Mercaldo-Allen","1989; 1994","","No; Yes","10/27/21 11:50; 1/7/22 11:41",""
"169",66,169,66,66.1,1,"adult","Homarus americanus",169,169.1,1,"adult","Detritus.drift.algae","-1","No","1","predation","3","Paper.Database; Paper.database","JRR; EEP","In Gulf of St Lawrence; literature review","NA","NA","687.Hudon.1989.; 570.Mercaldo-Allen.1994.","; rocky intertidal","; NA","NA","","","","","NA","NA","NA","687; 570","Hudon; Mercaldo-Allen","1989; 1994","","No; Yes","10/27/21 11:50; 1/7/22 11:41",""
"175",66,175,66,66.1,1,"adult","Homarus americanus",175,175.1,1,"adult","Foraminifera","-1","No","1","predation","3","Paper.Database","JRR","In Gulf of St Lawrance","NA","NA","687.Hudon.1989.","subtidal","","NA","Iles de la Madeleine","Quebec","No","observational","5","1985","3","687","Hudon","1989","","No","10/27/21 10:57","not mentioned"
"2",66,2,66,66.1,1,"adult","Homarus americanus",2,2.1,1,"adult","Semibalanus balanoides","-1","No","1","predation","3","Paper.Database","JRR","In Gulf of St Lawrence","NA","NA","687.Hudon.1989.","","","NA","","","","","NA","NA","NA","687","Hudon","1989","","No","10/27/21 11:50",""
"3",66,3,66,66.1,1,"adult","Homarus americanus",3,3.1,1,"adult","Modiolus modiolus","-1","No","1","predation","3","Globi; Paper.Database","DNM; JRR; DHC","NA; In Gulf of St Lawrence; American lobster from Nova Scotia gut contents found to contain horse mussel ","57.48562488; NA","-105.2526868; NA","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 687.Hudon.1989.; 159.Seed.1993.","NA; subtidal; ","NA; ","NA; 3","NA; Iles de la Madeleine; McNutts Island ","NA; Quebec; Nova Scotia","NA; No; Yes","NA; observational","NA; 5; 8","NA; 1885; 1979","NA; 3","NA; 687; 159","NA; Hudon; Seed","NA; 1989; 1993","NA; ","NA; No","6/29/22 14:00; 10/27/2021 11:31:29; 12/10/2021 10:46:26","NA; not mentioned; wave intermediate"
"37",66,37,66,66.1,1,"adult","Homarus americanus",37,37.1,1,"adult","Corallina officinalis","-1","No","1","predation; herbivory","3","Globi; Paper.Database","DNM; JRR","NA; In the Gulf of St Lawrence","57.48562488; NA","-105.2526868; NA","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 687.Hudon.1989.","NA; subtidal","NA; ","NA","NA; Iles de la Madeleine","NA; Quebec","NA; Yes","NA; observational","NA; 5","NA; 1985","NA; 3","NA; 687","NA; Hudon","NA; 1989","NA; ","NA; No","6/29/22 14:00; 10/27/2021 12:26:12","NA; not mentioned"
"66",66,66,66,66.1,1,"adult","Homarus americanus",66,66.1,1,"adult","Homarus americanus","-1","No","1","predation","3","Globi; Paper.Database","DNM; JRR","NA; In Gulf of St Lawrence","57.48562488; NA","-105.2526868; NA","Elner, R.W. and A.C. Campbell. 1987. Natural diets of lobster <i>Homarus americanus</i> from barren ground and macroalgal habitats off southwestern Nova Scotia, Canada. Mar. Ecol. Prog. Ser. 37:131-140.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 687.Hudon.1989.","NA; ","NA; ","NA","NA; ","NA; ","NA; ","NA; ","NA","NA","NA","NA; 687","NA; Hudon","NA; 1989","NA; ","NA; No","6/29/22 14:00; 10/27/21 11:50","NA; "
"7",66,7,66,66.1,1,"adult","Homarus americanus",7,7.1,1,"adult","Littorina saxatilis","-1","No","1","predation","6","Paper.database","EEP","literature review","NA","NA","570.Mercaldo-Allen.1994.","","NA","NA","","","","","NA","NA","NA","570","Mercaldo-Allen","1994","","Yes","1/7/22 11:37",""
"8",66,8,66,66.1,1,"adult","Homarus americanus",8,8.1,1,"adult","Littorina littorea","-1","No","1","predation","6","Paper.database","EEP","literature review","NA","NA","570.Mercaldo-Allen.1994.","","NA","NA","","","","","NA","NA","NA","570","Mercaldo-Allen","1994","","Yes","1/7/22 11:37",""
"9",66,9,66,66.1,1,"adult","Homarus americanus",9,9.1,1,"adult","Littorina obtusata","-1","No","1","predation","6","Paper.database","EEP","literature review","NA","NA","570.Mercaldo-Allen.1994.","","NA","NA","","","","","NA","NA","NA","570","Mercaldo-Allen","1994","","Yes","1/7/22 11:37",""
"171",7,171,7,7.1,1,"adult","Littorina saxatilis",171,171.1,1,"adult","Diatoms.benthic","-1","No","1","herbivory","4","inferred by D Morton","DNM","","NA","NA","119.Dijkstra.2012.10.1111/j.1600-0706.2011.19712.x; 226.Dijkstra.2011.10.1111/j.1600-0706.2011.19712.x","rocky intertidal; estuary","mid; ","NA","Wells National Estuarine Research Reserve; Little River estuary Wells National Estuarine Research Reserve","ME","Yes; No","experimental","7; NA","2009; NA","1; NA","119; 226","Dijkstra","2012; 2011","10.1111/j.1600-0706.2011.19712.x","Yes","",""
"25",7,25,7,7.1,1,"adult","Littorina saxatilis",25,25.1,1,"adult","Elachista fucicola","-1","No","1","herbivory","11","Trophic.Relationships","DNM","Hosts eaten: Ascophyllum nodosum","NA","NA","119.Dijkstra.2012.10.1111/j.1600-0706.2011.19712.x; 226.Dijkstra.2011.10.1111/j.1600-0706.2011.19712.x","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Dijkstra","2012; 2011","10.1111/j.1600-0706.2011.19712.x","NA","NA","NA"
"29",7,29,7,7.1,1,"adult","Littorina saxatilis",29,29.1,1,"adult","Fucus vesiculosus","-1","No","1","herbivory","3","Paper.Database","SLF; BCE","","NA","NA","119.Dijkstra.2012.10.1111/j.1600-0706.2011.19712.x; 226.Dijkstra.2011.10.1111/j.1600-0706.2011.19712.x","rocky intertidal; estuary","mid; ","NA","Wells National Estuarine Research Reserve; Little River estuary Wells National Estuarine Research Reserve","ME","Yes; No","experimental","7; NA","2009; NA","1; NA","119; 226","Dijkstra","2012; 2011","10.1111/j.1600-0706.2011.19712.x","Yes","6/30/2021 13:55:53; 7/21/2021 14:14:02",""
"320",7,250,7,7.1,1,"adult","Littorina saxatilis",250,250.1,1,"adult","Cyanobacteriaceae","-1","No","1","herbivory","3","Paper.Database","HL","","","","","rocky intertidal","","","","","","","","","","974","Stafford","2005","10.2307/25470696","","",""
"41",7,41,7,7.1,1,"adult","Littorina saxatilis",41,41.1,1,"adult","Ralfsia fungiformis","-1","No","1","predation","3","Globi","DNM","NA","48.612273; 48.497686; 48.497256; 48.497064; 48.612274; 48.612437; 48.612117; 48.612572; 48.612159","-68.231071; -68.494574; -68.49521; -68.495416; -68.229777; -68.22975; -68.230525; -68.229489; -68.230736","Cattin Blandenier (2004); Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6/29/22 14:00","NA"
"49",7,49,7,7.1,1,"adult","Littorina saxatilis",49,49.1,1,"adult","Porphyra sp.","-1","No; Yes","1","herbivory","10","inferred by D Morton","DNM","couldn't find specific month/year feeding experiment was done but it's somewhere between 1987 and 1989; ","NA; 42.416667; 42.424261","NA; 80.916667; 70.914489","47.Dudgeon.1999.10.1890/0012-9615(1999)069[0331:COSSIA]2.0.CO;2; 331.Lubchenco.1983.10.2307/1937822; 276.Dolecal, Renee.2013.10.1016/j.jembe.2012.12.009","; rocky intertidal","; mid","NA","Chamberlain; Canoe Beach Cove; Nahant","ME; MA","Yes; No; ","experimental","NA; 4; 8","NA; 1974; 2007","1; 12; 3","47; 331; 276","Dudgeon; Lubchenco; Dolecal, Renee","1999; 1983; 2013","10.1890/0012-9615(1999)069[0331:COSSIA]2.0.CO;2; 10.2307/1937822; 10.1016/j.jembe.2012.12.009","Yes; No","",""
"52",7,52,7,7.1,1,"adult","Littorina saxatilis",52,52.1,1,"adult","Ulva lactuca","-1","No","1","herbivory","3","Paper.Database","SLF","","NA","NA","55.Hooks.2014.10.1016/j.jembe.2014.07.022","rocky intertidal","low","NA","Long Island, NY","New York","No","experimental","6","2012","NA","55","Hooks","2014","10.1016/j.jembe.2014.07.022","No","7/3/21 10:01",""
"56",7,56,7,7.1,1,"adult","Littorina saxatilis",56,56.1,1,"adult","Enteromorpha sp., ulva intestinalis","-1","No","1","herbivory","3","Paper.Database","AAK","depth is 0 to -1.5 m","54.683333","10","893.Lotze.2000.10.3354/meps200167","subtidal","","-1.5","Maasholm Bay","Germany","No","experimental","6","NA","NA","893","Lotze","2000","10.3354/meps200167","No","11/30/21 11:36",""
"1",70,1,70,70.1,1,"adult","Neovison vison",1,1.1,1,"adult","Mytilus edulis","-1","No","1","predation","3","Paper.Database; inferred by A Keyes","JRR; NA","C. maenus collected from several locations in NH, Mytilus edulis collected from ""two relatively exposed locations in Maine""; NA","NA","NA","495.DeGraff.2004.10.1656/1092-6194(2004)011[0163:COTFRO]2.0.CO;2; ","; NA","; NA","NA","; NA","ME and NH; NA","Yes; NA","experimental; NA","NA","NA","NA","495; NA","DeGraff; NA","2004; NA","10.1656/1092-6194(2004)011[0163:COTFRO]2.0.CO;2; NA","No; NA","9/17/2021 9:41:46; NA","; NA"
"22",70,22,70,70.1,1,"adult","Neovison vison",22,22.1,1,"adult","Larus argentatus","-1","No","1","predation","4","inferred by D Morton","DNM","cited study not in GOM but shows the types of prey items that mink take in coastal marine habitats","","","https://doi.org/10.1016/j.mambio.2012.11.007","rocky intertidal","","","Tierra del Fuego","","No","observational","","","","","Valenzuela","2013","10.1016/j.mambio.2012.11.007","no","",""
"3",70,3,70,70.1,1,"adult","Neovison vison",3,3.1,1,"adult","Modiolus modiolus","-1","No","1","predation","6","inferred by A Keyes","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"71",70,71,70,70.1,1,"adult","Neovison vison",71,71.1,1,"adult","Calidris maritima","-1","No","1","predation","4","inferred by D Morton","DNM","cited study not in GOM but shows the types of prey items that mink take in coastal marine habitats","","","https://doi.org/10.1016/j.mambio.2012.11.007","rocky intertidal","","","Tierra del Fuego","","No","observational","","","","","Valenzuela","2013","10.1016/j.mambio.2012.11.007","no","",""
"72",70,72,70,70.1,1,"adult","Neovison vison",72,72.1,1,"adult","Somateria mollissima","-1","No","1","predation","4","inferred by D Morton","DNM","cited study not in GOM but shows the types of prey items that mink take in coastal marine habitats","","","https://doi.org/10.1016/j.mambio.2012.11.007","rocky intertidal","","","Tierra del Fuego","","No","observational","","","","","Valenzuela","2013","10.1016/j.mambio.2012.11.007","no","",""
"1",71,1,71,71.1,1,"adult","Calidris maritima",1,1.1,1,"adult","Mytilus edulis","-1","No; Yes","1","predation","3","Globi; Paper.Database","DNM; JRR; EEP","NA; Outside of study area; Interaction strength is the relative importance of the prey species; bird carcasses collected in winter 2013","57.48562488; NA; 54.183333","-105.2526868; NA; 7.883333","Mallory, M.L., M. F. Elderkin, N.C. Spencer, T.A. Betsch, A.C. Russell and P.L. Mills. 2016. Diet of <i>Calidris maritima</i> (Purple Sandpiper) during the Winter in Nova Scotia, Canada. Northeastern Naturalist 23(2):205-210.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 657.Summers.2009.10.1080/00063659009477056; 838.Dierschke.2009.10.1016/0077-7579(93)90050-3; 841.Mallory.2016.","NA; ; rocky intertidal","NA; ","NA","NA; ; Helgoland; Acadia University, Wolfville","NA; Scotland; Netherlands; Nova Scotia","NA; No; Yes","NA; observational","NA; 10","NA; 1990; 2013","NA; 7","NA; 657; 838; 841","NA; Summers; Dierschke; Mallory","NA; 2009; 2016","NA; 10.1080/00063659009477056; 10.1016/0077-7579(93)90050-3; ","NA; No","6/29/22 14:00; 10/22/2021 9:56:31; 11/19/2021 9:59:45; 11/19/2021 10:25:45","NA; not mentioned; "
"11",71,11,71,71.1,1,"adult","Calidris maritima",11,11.1,1,"adult","Lacuna vincta","-1","No; Yes","1","predation","3","Globi; Paper.Database","DNM; JRR; EEP","NA; Outside of study area; ","56.530392; 57.48562488; NA","-4.064436; -105.2526868; NA","Summers, R.W., S. Smith, M. Nicoll and N.K. Atkinson. 1990. Tidal and sexual differences in the diet of purple sandpipers <i>Calidris maritima</i> in Scotland. Bird Study 37(3):187-194.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; Mallory, M.L., M. F. Elderkin, N.C. Spencer, T.A. Betsch, A.C. Russell and P.L. Mills. 2016. Diet of <i>Calidris maritima</i> (Purple Sandpiper) during the Winter in Nova Scotia, Canada. Northeastern Naturalist 23(2):205-210.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 657.Summers.2009.10.1080/00063659009477056; 814.Mallory.2016.","NA; ","NA; ","NA","NA; ; Acadia University, Wolfville","NA; Scotland; Nova Scotia","NA; No; Yes","NA; observational","NA","NA; 2013","NA","NA; 657; 814","NA; Summers; Mallory","NA; 2009; 2016","NA; 10.1080/00063659009477056; ","NA; No","6/29/22 14:00; 10/22/2021 10:18:49; 11/19/2021 10:33:40","NA; not mentioned; "
"14",71,14,71,71.1,1,"adult","Calidris maritima",14,14.1,1,"adult","Nucella lapillus","-1","No; Yes","1","predation","3","Globi; Paper.Database","DNM; JRR; EEP","NA; Outside of study area; interaction strength is the relative importance of prey species; ","57.48562488; NA; 54.183333","-105.2526868; NA; 7.883333","Mallory, M.L., M. F. Elderkin, N.C. Spencer, T.A. Betsch, A.C. Russell and P.L. Mills. 2016. Diet of <i>Calidris maritima</i> (Purple Sandpiper) during the Winter in Nova Scotia, Canada. Northeastern Naturalist 23(2):205-210.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 657.Summers.2009.10.1080/00063659009477056; 838.Dierschke .2009.10.1016/0077-7579(93)90050-3; 841.Mallory.2016.","NA; ; rocky intertidal","NA; ","NA","NA; ; Helgoland; Acadia University, Wolfville","NA; Scotland; Netherlands; Nova Scotia","NA; No; Yes","NA; observational","NA; 10","NA; 1990; 2013","NA; 7","NA; 657; 838; 841","NA; Summers; Dierschke ; Mallory","NA; 2009; 2016","NA; 10.1080/00063659009477056; 10.1016/0077-7579(93)90050-3; ","NA; No","6/29/22 14:00; 10/22/2021 10:16:45; 11/19/2021 10:09:26; 11/19/2021 10:36:13","NA; not mentioned; "
"2",71,2,71,71.1,1,"adult","Calidris maritima",2,2.1,1,"adult","Semibalanus balanoides","-1","No; Yes","1","predation","3","Globi; Paper.Database","DNM; JRR","NA; interaction strength is the relative importance of the prey species","56.530392; 54.183333","-4.064436; 7.883333","Summers, R.W., S. Smith, M. Nicoll and N.K. Atkinson. 1990. Tidal and sexual differences in the diet of purple sandpipers <i>Calidris maritima</i> in Scotland. Bird Study 37(3):187-194.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 838.Dierschke.2009.10.1016/0077-7579(93)90050-3","NA; rocky intertidal","NA; ","NA","NA; Helgoland","NA; Netherlands","NA; No","NA; observational","NA; 10","NA; 1990","NA; 7","NA; 838","NA; Dierschke","NA; 2009","NA; 10.1016/0077-7579(93)90050-3","NA; No","6/29/22 14:00; 11/19/2021 10:28:45","NA; not mentioned"
"3",71,3,71,71.1,1,"adult","Calidris maritima",3,3.1,1,"adult","Modiolus modiolus","-1","No; Yes","1","predation","6","inferred by D Morton","DNM","","57.48562488; NA; 54.183333","-105.2526868; NA; 7.883333","Mallory, M.L., M. F. Elderkin, N.C. Spencer, T.A. Betsch, A.C. Russell and P.L. Mills. 2016. Diet of <i>Calidris maritima</i> (Purple Sandpiper) during the Winter in Nova Scotia, Canada. Northeastern Naturalist 23(2):205-210.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 657.Summers.2009.10.1080/00063659009477056; 838.Dierschke.2009.10.1016/0077-7579(93)90050-3; 841.Mallory.2016.","NA; ; rocky intertidal","NA; ","NA","NA; ; Helgoland; Acadia University, Wolfville","NA; Scotland; Netherlands; Nova Scotia","NA; No; Yes","NA; observational","NA; 10","NA; 1990; 2013","NA; 7","NA; 657; 838; 841","NA; Summers; Dierschke; Mallory","NA; 2009; 2016","NA; 10.1080/00063659009477056; 10.1016/0077-7579(93)90050-3; ","NA; No","6/29/22 14:00; 10/22/2021 9:56:31; 11/19/2021 9:59:45; 11/19/2021 10:25:45","NA; not mentioned; "
"37",71,37,71,71.1,1,"adult","Calidris maritima",37,37.1,1,"adult","Corallina officinalis","-1","No; Yes","1","predation","3","Globi; Paper.Database","DNM; EEP","NA; ","57.48562488; NA","-105.2526868; NA","Mallory, M.L., M. F. Elderkin, N.C. Spencer, T.A. Betsch, A.C. Russell and P.L. Mills. 2016. Diet of <i>Calidris maritima</i> (Purple Sandpiper) during the Winter in Nova Scotia, Canada. Northeastern Naturalist 23(2):205-210.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 841.Mallory.2016.","NA; ","NA; ","NA","NA; Acadia University, Wolfville","NA; Nova Scotia","NA; Yes","NA; observational","NA","NA; 2013","NA","NA; 841","NA; Mallory","NA; 2016","NA; ","NA; Yes","6/29/22 14:00; 11/19/2021 10:37:38","NA; "
"52",71,52,71,71.1,1,"adult","Calidris maritima",52,52.1,1,"adult","Ulva lactuca","-1","No","1","herbivory","6","Paper.Database","JRR","interaction strength is the relative importance of the prey species","NA","NA","838.Dierschke.2009.10.1016/0077-7579(93)90050-3","","","NA","","","","","NA","NA","NA","838","Dierschke","2009","10.1016/0077-7579(93)90050-3","No","11/19/21 10:36",""
"7",71,7,71,71.1,1,"adult","Calidris maritima",7,7.1,1,"adult","Littorina saxatilis","-1","No; Yes","1","predation; herbivory","3","Globi; Paper.Database","DNM; JRR; EEP","NA; Outside of study area; interaction strength is the relative importance of the prey species; ","57.48562488; 56.530392; NA; 54.183333","-105.2526868; -4.064436; NA; 7.883333","Mallory, M.L., M. F. Elderkin, N.C. Spencer, T.A. Betsch, A.C. Russell and P.L. Mills. 2016. Diet of <i>Calidris maritima</i> (Purple Sandpiper) during the Winter in Nova Scotia, Canada. Northeastern Naturalist 23(2):205-210.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; Summers, R.W., S. Smith, M. Nicoll and N.K. Atkinson. 1990. Tidal and sexual differences in the diet of purple sandpipers <i>Calidris maritima</i> in Scotland. Bird Study 37(3):187-194.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 657.Summers.2009.10.1080/00063659009477056; 838.Dierschke.2009.10.1016/0077-7579(93)90050-3; 841.Mallory.2016.","NA; ; rocky intertidal","NA; ","NA","NA; ; Helgoland; Acadia University, Wolfville","NA; Scotland; Netherlands; Nova Scotia","NA; No; Yes","NA; observational","NA; 10","NA; 1990; 2013","NA; 7","NA; 657; 838; 841","NA; Summers; Dierschke; Mallory","NA; 2009; 2016","NA; 10.1080/00063659009477056; 10.1016/0077-7579(93)90050-3; ","NA; No","6/29/22 14:00; 10/22/2021 10:14:57; 11/19/2021 10:04:07; 11/19/2021 10:31:03","NA; not mentioned; "
"8",71,8,71,71.1,1,"adult","Calidris maritima",8,8.1,1,"adult","Littorina littorea","-1","No; Yes","1","predation; herbivory","3","Globi; Paper.Database","DNM; JRR; EEP","NA; Outside of study area; Interaction strength is the relative importance of the prey species; ","57.48562488; NA; 54.183333","-105.2526868; NA; 7.883333","Mallory, M.L., M. F. Elderkin, N.C. Spencer, T.A. Betsch, A.C. Russell and P.L. Mills. 2016. Diet of <i>Calidris maritima</i> (Purple Sandpiper) during the Winter in Nova Scotia, Canada. Northeastern Naturalist 23(2):205-210.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 657.Summers.2009.10.1080/00063659009477056; 838.Dierschke .1990.10.1016/0077-7579(93)90050-3; 841.Mallory.2016.","NA; ; rocky intertidal","NA; ","NA","NA; ; Helgoland; o Acadia University, Wolfville","NA; Scotland; Netherlands; Nova Scotia","NA; No; Yes","NA; observational","NA; 10","NA; 1990; 2013","NA; 7","NA; 657; 838; 841","NA; Summers; Dierschke ; Mallory","NA; 2009; 1990; 2016","NA; 10.1080/00063659009477056; 10.1016/0077-7579(93)90050-3; ","NA; No","6/29/22 14:00; 10/22/2021 9:58:56; 11/19/2021 10:06:29; 11/19/2021 10:27:31","NA; not mentioned; "
"9",71,9,71,71.1,1,"adult","Calidris maritima",9,9.1,1,"adult","Littorina obtusata","-1","No; Yes","1","predation","3","Globi; Paper.Database","DNM; JRR; EEP","NA; Outside of study area; ","57.48562488; 56.530392; NA","-105.2526868; -4.064436; NA","Mallory, M.L., M. F. Elderkin, N.C. Spencer, T.A. Betsch, A.C. Russell and P.L. Mills. 2016. Diet of <i>Calidris maritima</i> (Purple Sandpiper) during the Winter in Nova Scotia, Canada. Northeastern Naturalist 23(2):205-210.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; Summers, R.W., S. Smith, M. Nicoll and N.K. Atkinson. 1990. Tidal and sexual differences in the diet of purple sandpipers <i>Calidris maritima</i> in Scotland. Bird Study 37(3):187-194.; Palomares, M.L.D. and D. Pauly. Editors. 2018. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2018).; 657.Summers.2009.10.1080/00063659009477056; 841.Mallory.2016.","NA; ","NA; ","NA","NA; ; Acadia University, Wolfville","NA; Scotland; Nova Scotia","NA; No; Yes","NA; observational","NA","NA; 2013","NA","NA; 657; 841","NA; Summers; Mallory","NA; 2009; 2016","NA; 10.1080/00063659009477056; ","NA; No; Yes","6/29/22 14:00; 10/22/2021 10:03:38; 11/19/2021 10:32:20","NA; not mentioned; "
